Codigo,Clave,Descripcion,Adelitas,Adelitas,San Agustin,San Agustin,Matriz,Matriz,Berriozabal,Berriozabal,H Ilustres,H Ilustres
Codigo,Clave,Descripcion,Inv,Class,Inv,Class,Inv,Class,Inv,Class,Inv,Class
29-266-10,FIN CPPVC25,COPLE PVC PESADO 25MM 1,0,Sin Mov,0,Sin Mov,0,C,10,Sin Mov,0,Sin Mov
CPVCL38,CED CPVCL38,COPLE PVC LIGERO 38MM 1 1/2,0,Sin Mov,0,Sin Mov,16,C,1,Sin Mov,0,Sin Mov
29-266-05,FIN CPPVC13,COPLE PVC PESADO 13MM 1/2,0,Sin Mov,0,Sin Mov,11,C,6,Sin Mov,0,Sin Mov
CPVCL32,CED CPVCL32,COPLE PVC LIGERO 32MM 1 1/4,0,Sin Mov,4,Sin Mov,5,Sin Mov,0,Sin Mov,0,Sin Mov
29-266-12,FIN CPPVC32,COPLE PVC PESADO 32MM 1 1/4,0,Sin Mov,0,Sin Mov,23,Sin Mov,0,Sin Mov,0,Sin Mov
29-266-15,FIN CPPVC38,COPLE PVC PESADO 38MM 1 1/2,0,Sin Mov,0,Sin Mov,28,Sin Mov,0,Sin Mov,0,Sin Mov
29-266.20,FIN CPPVC50,COPLE PVC PESADO 51MM 2,0,Sin Mov,0,Sin Mov,16,C,0,Sin Mov,0,Sin Mov
,CRE TPVC63,TUBO CONDUIT PVC PESADO 63MM 2 1/2,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
SW-KPI35,VDE SW-KPI35,SWITCH PRES. ALTAMIRA 3-116 PSI CONEX. H,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
FLOTADOR-ALT7,VDE FLOTADOR-ALT7,SWITCHNIVEL ALTAMIRA 16A C/CONTR. 7M CAB,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
,CED M1/2D15MM,MEDIDOR D/AGUA (MEIDOR 1/2 MS DELAUNET),1,C,0,C,0,C,0,C,0,Sin Mov
KBM 125,CRE CB7X200,COPLE P/BASE CUTLER HAMER TIPO CHM 1 1/4,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
279889,FERQ 279889,CRETOSIL SELLADOR 4 LTS. CANTERA MATE,0,Sin Mov,0,B,0,B,0,Sin Mov,0,Sin Mov
21,FERQ 21,CRETOSIL SELLADOR 4 LTS. CONCRETO ALTO B,0,Sin Mov,3,C,5,B,0,Sin Mov,0,Sin Mov
786494-4-O,FERQ 786494-4O,CRETOSIL OXIDANTE 4 LTS. P/CONCRETO OXID,0,Sin Mov,1,Sin Mov,8,C,0,Sin Mov,0,Sin Mov
786494-4-A,FERQ 786494-4-A,CRETOSIL OXIDANTE 4 LTS. PARA CONCRETO O,0,Sin Mov,4,Sin Mov,16,C,0,Sin Mov,0,Sin Mov
20,FERQ 20,CRETOSIL SELLADOR 4 LTS. ACCESORIOS ALTO,0,Sin Mov,0,Sin Mov,8,Sin Mov,0,Sin Mov,0,Sin Mov
400367,FERQ 400367,CRETOSIL SELLADOR 4 LTS. CONCRETO SATINA,0,Sin Mov,4,Sin Mov,11,C,0,Sin Mov,0,Sin Mov
22,FERQ 22,CRETOSIL SELLADOR 950ML. ACCESORIOS ALT,1,Sin Mov,1,A,8,A,0,Sin Mov,0,Sin Mov
D-SOXIDEL,FERQ 10,D-SOXIDEL REMOVEDOR DE OXIDO Y FOSFATIZA,0,Sin Mov,0,A,11,A,0,Sin Mov,0,Sin Mov
25,FERQ 25,CRETOSIL D-SPINTEL 950ML REMOVEDOR D/PIN,0,Sin Mov,6,B,5,A,0,Sin Mov,0,Sin Mov
786494-4,FERQ 786494-4,CRETOSIL SELLADOR 4 LTS. ACCESORIOS SATI,0,Sin Mov,0,B,0,A,0,Sin Mov,0,Sin Mov
552907,FERQ 552907,CRETOSIL SELLADOR 950ML. CANTERA MATE,0,Sin Mov,2,B,1,A,0,Sin Mov,0,Sin Mov
23,FERQ 23,CRETOSIL SELLADOR 950ML. CONCRETO ALTO B,1,Sin Mov,4,B,5,A,0,Sin Mov,0,Sin Mov
937666,FERQ 937666,CRETOSIL SELLADOR 950ML. ACCESORIOS SATI,0,Sin Mov,7,C,10,A,0,Sin Mov,0,Sin Mov
114157,FERQ 114157,CRETOSIL SELLADOR 950ML. CONCRETO SATINA,0,Sin Mov,9,C,22,A,0,Sin Mov,0,Sin Mov
1020-10AR-SA10,CNO 10AR-SA10,CREST BOQUICREST ULTRAMAX ARENA 10 K. P/,0,Sin Mov,0,C,5,C,0,C,0,Sin Mov
1030-11MR-CA05,CNO 11MR-CA05,CREST JUNTACREST ULTRAMAX MARFIL 5 K. P/,0,Sin Mov,1,C,7,B,0,Sin Mov,0,Sin Mov
1010-0015-SA10,CNO 0015-SA10,CREST AZULEJO VENECIANO AZUL CANCUN P/IN,0,Sin Mov,5,Sin Mov,6,C,0,Sin Mov,0,Sin Mov
1030-11A5-CA05,CNO 11A5-CA05,CREST JUNTACREST ULTRAMAX ARCILLA 5 K. P,0,Sin Mov,2,Sin Mov,8,B,0,Sin Mov,0,Sin Mov
1020-10A5-SA10,CNO 10A5-SA10,CREST BOQUICREST ULTRAMAX ARCILLA 10 K.,0,Sin Mov,3,Sin Mov,6,C,0,Sin Mov,0,Sin Mov
1120-0266-GL01,CNO 0266-GL01,CREST ADICREST MP-PLUS SUSTITUTO D/AGUA,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
1120-0267-LT01,CNO 0267-LT01,CREST ADICREST MP-PLUS SUSTITUTO D/AGUA,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
1100-0310-LT01,CNO 0310-LT01,CREST CLEAN OBRA FOSFORICO P/LIMPIEZA D/,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
1100-0019-GL01,CNO 0019-GL01,CREST SEAL WATER BLOCK SELLADOR P/MUROS,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
1010-0007-SA20,CNO 0001-SA20,CREST BLANCO P/INSTALACION D/PISOS Y AZU,0,C,16,A,31,A,0,A,0,Sin Mov
1040-16BL-SA25,CNO CREST25,CRESTUCO BLANCO 25 K. RECUB. BASE CEMENT,4,C,15,A,93,A,6,A,0,C
1010-0078-SA20,CNO 0078-SA20,CREST BLANCO PLUS P/INSTALACION DE RECUB,0,Sin Mov,0,A,79,A,0,C,0,Sin Mov
1010-0009-SA10,CNO 0009-SA10,CREST PISO/PISO BLANCO P/INSTALAR RECUB.,0,Sin Mov,0,A,39,A,4,B,0,Sin Mov
1010-0004-SA20,CNO 0004-SA20,CREST ULTRASET 20 K. PEGAR PISOS Y AZULE,0,Sin Mov,4,A,79,A,0,B,0,Sin Mov
1040-20B5-SA25,CNO ESTUKO25,CREST ESTUKO BLANCO 25 KILOS,0,Sin Mov,0,B,1,A,1,A,0,Sin Mov
1030-11BL-CA05,CNO 11BL-CA05,CREST JUNTACREST ULTRAMAX BLANCA 5 K. P/,0,Sin Mov,1,B,4,B,0,Sin Mov,0,Sin Mov
1030-11CH-CA05,CNO 11CH-CA005,CREST JUNTACREST ULTRAMAX CHOCOLATE 5 K.,0,Sin Mov,2,B,2,A,0,Sin Mov,0,Sin Mov
1020-10BO-SA10,CNO 10BO-SA10,CREST BOQUICREST ULTRAMAX BARRO 10K. P/E,0,Sin Mov,0,B,7,B,0,Sin Mov,0,Sin Mov
1020-10MR-SA10,CNO 10MR-SA10,CREST BOQUICREST ULTRAMAX MARFIL 10K. P/,0,Sin Mov,2,B,6,C,0,Sin Mov,0,Sin Mov
1020-10PL-SA10,CNO 10PL-SA10,CREST BOQUICREST ULTRAMAX PLATA 10 K. P/,0,Sin Mov,1,B,2,C,0,Sin Mov,0,Sin Mov
1030-11AR-CA05,CNO 11AR-CA05,CREST JUNTACREST ULTRAMAX ARENA 5 K. P/B,0,Sin Mov,1,C,4,A,0,Sin Mov,0,Sin Mov
2103110511,CPR ZRN7C,ZOCLO RESIDENCIAL ACABADO NEGRO,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
2103110501,CPR ZRB7C,ZOCLO RESIDENCIAL BLANCO,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
2103110502,CPR ZRH7C,ZOCLO RESIDENCIAL HUESO,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
119837,IHA CC25,CUCHILLA P/CORTAD. DE VAR. 25.00MM 1,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
20222,JOC CCP,CLAVO C/CABEZA DE PLOMO,2,Sin Mov,0,C,8,B,0,Sin Mov,0,Sin Mov
(null),JOC CC3,CLAVO CORRALERO 76MM 3 CHALANERO,0,Sin Mov,0,Sin Mov,44.29,B,0,Sin Mov,0,Sin Mov
020212A,JOC CPG,CLAVO PARAGUAS GALV. 2 1/2,0,Sin Mov,0,Sin Mov,0,C,0,C,0,Sin Mov
(null),JOC CC4,CLAVO CORRALERO 100MM 4 CHALANERO,0,Sin Mov,0,Sin Mov,22,Sin Mov,0,Sin Mov,0,Sin Mov
,JOC CC6,CLAVO CORRALERO 153MM 6 CHALANERO,0,Sin Mov,0,Sin Mov,9,C,0,Sin Mov,0,Sin Mov
(null),JOC CMC7,CLAVO P/MADERA C/CABEZA 175MM 7,0,Sin Mov,0,Sin Mov,14.25,B,0,Sin Mov,0,Sin Mov
PRIMERA,SFI POLI 3M,ROLLO DE POLIETILENO NEGRO CAL. 600 DE 3,0,Sin Mov,0,Sin Mov,0,C,0,Sin Mov,0,Sin Mov
,JOC CH6MM,CABLE HENEQUEN 6 MM 1/4,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
,JOC CH8MM,CABLE HENEQUEN 8 MM 5/16,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
,JOC CH10MM,CABLE HENEQUEN 10 MM 3/8,0,Sin Mov,0,Sin Mov,14,Sin Mov,0,Sin Mov,0,Sin Mov
,JOC CH13MM,CABLE HENEQUEN 13 MM 1/2,0,Sin Mov,0,Sin Mov,17,Sin Mov,0,Sin Mov,0,Sin Mov
,JOC CH16MM,CABLE HENEQUEN 16 MM 5/8,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
,JOC CH19MM,CABLE HENEQUEN 19 MM 3/4,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
,JOC CH25MM,CABLE HENEQUEN 25 MM 1,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
,CTA CT10M,CABLE PLASTICO P/TENDEDERO 4MM X 10 MTS.,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
(null),JOC CC31/2,CLAVO CORRALERO 89MM 3 1/2 CHALANERO,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
(null),IFS CC21/2,CLAVO P/MADERA 2 1/2 CABEZA DOBLE,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
(null),JCO CMC8,CLAVO P/MADERA C/CABEZA 200MM 8,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
(null),JOC CLV2ROL,CLAVO ROLADO C/CAB. 50MM 2,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
(null),JOC CLA2 1/2ROL,CLAVO ROLADO C/CAB. 61MM 2 1/2,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
2 CABOS,SFI MHI2C,MECAHILO IXTLE DE 2 CABOS,0,B,0,A,408.82,A,0,A,0,Sin Mov
1 CABO,SFI MHI1C,MECAHILO IXTLE DE 1 CABO,16,C,14,A,154,A,4,A,0,Sin Mov
SEGUNDA,SFI POLI 6M,ROLLO DE POLIETILENO NEGRO CAL. 600 DE 6,0,Sin Mov,0,Sin Mov,97.1,B,0,Sin Mov,0,Sin Mov
(null),JOC CC5,CLAVO CORRALERO 127MM 5 CHALANERO,0,Sin Mov,0,Sin Mov,5.025,B,0,Sin Mov,0,Sin Mov
(null),HKPBRPF1/4,BROCA P/ROUTER VARIOS MODELOS,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
(null),HKP DI515-68,S.CIRC.DTE.GDE. 18 EJE 1 DI-515-68,0,Sin Mov,0,Sin Mov,1,Sin Mov,0,Sin Mov,0,Sin Mov
1,PRRED01,PRUEBA DE REDONDEO,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
(null),CHE T00049,BROCAS P/CONCRETO 7 PZAS. DIAGER SDS-PLU,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
PH-125,COF PH-125,TUBO C/CEJA COFLEX PH-125 ABS 8,4,B,0,Sin Mov,13,B,5,C,0,Sin Mov
CH-A100,COF CH-A100,ASIENTO COFLEX CH-A100 REDONDO P/SANITAR,6,B,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
PH-101,COF PH-101,CONTRA CANASTA COFLEX PH-101 P/FREG. ABS,5,C,11,B,8,B,0,Sin Mov,0,Sin Mov
NM-D03,COF NM-D03,COPLE D/REPARACION 25 1 P/GALV-PVC-CO,4,C,3,B,8,A,2,C,0,Sin Mov
DJ-K45AS,COF DJ-K45AS,KIT COFLEX ATRAPAPELUSA 4 X 5 P/SECADORA,1,C,5,B,5,B,3,Sin Mov,0,Sin Mov
P-B9028P,COF P-B9028P,SALIDA LATERAL COFLEX EXTENDIBLE P/FREG.,8,C,14,B,12,B,5,Sin Mov,0,Sin Mov
PC-302,COF PC-302,COLADERA COFLEX PC-302 P/TUBO 2 REDONDA,8,C,7,C,20,C,0,Sin Mov,0,Sin Mov
PS-E001,COF PS-E001,PAQ. COFLEX PS-E001 P/INSTALAR BOILER,3,C,1,C,5,B,5,C,0,Sin Mov
DJ-D38A,COF DJ-D38A,DUCTO COFLEX DJ-D38A FLEXIBLE ALUMINIO 3,2,C,0,Sin Mov,12,B,2,C,0,Sin Mov
PH-207P,COF PH-207P,EXTENSION COFLEX PLATEADA P/FREG. 1 1/2,6,C,0,Sin Mov,10,B,0,Sin Mov,0,Sin Mov
PC-460,COF PC-460,REJILLA COFLEX PC-460 A.INOX. REDONDA C/,19,C,0,Sin Mov,26,A,3,C,0,Sin Mov
UCE-90T,COF UCE-90T,ADAPTADOR T PARA VALVULA DE GAS 3/8 X 3/,10,C,0,Sin Mov,12,C,0,Sin Mov,0,Sin Mov
VWB-A180,COF VWB-A180,ALIM. COFLEX VINIL P/LAVADORA 3/4 X 3/4,0,Sin Mov,3,A,12,A,11,C,0,Sin Mov
GL-M400,COF GL-M400,MEZCLADORA COFLEX GL-M400 PARA LAVABO,0,Sin Mov,0,A,3,B,0,Sin Mov,0,Sin Mov
AG-P35,COF AG-P35,PIGTAIL COFLEX ACERO 7/16 X 7/8 X 35CM A,0,Sin Mov,1,A,25,B,0,Sin Mov,0,Sin Mov
PC-B100,COF PC-B100,TAPON COFLEX PC-B100 PLANO P/COLADERA,0,Sin Mov,78,A,10,A,0,A,0,Sin Mov
IP-802C,COF IP-802C,VALVULA COFLEX IP-802C D/ALIVIO 19MM 3/4,0,Sin Mov,3,A,10,B,0,Sin Mov,0,Sin Mov
AI-101,COF AI-101,AIREADOR COFLEX ROSCA AI-101,0,Sin Mov,15,B,11,B,0,Sin Mov,0,Sin Mov
AL-L40,COF AL-L40,ALIM. COFLEX ACERO 3/8 X 1/2 X 40 CM AL-,0,Sin Mov,18,B,5,A,10,C,0,Sin Mov
AB-D40,COF AB-D40,ALIM. COFLEX ACERO P/BOILER 1/2 X 3/4 X,0,Sin Mov,3,B,10,A,0,Sin Mov,0,Sin Mov
AB-D80,COF AB-D80,ALIM. COFLEX ACERO P/BOILER 3/4 X 1/2 X,0,Sin Mov,5,B,12,A,4,Sin Mov,0,Sin Mov
AB-A80,COF AB-A80,ALIM. COFLEX ACERO P/BOILER 3/4 X 3/4 X,0,Sin Mov,2,B,11,B,0,Sin Mov,0,Sin Mov
DJ-E490AL,COF DJ-E490AL,CODO ALUMINIO 4 X 90 P/DUCTO DJ-E490AL,0,Sin Mov,12,B,7,A,0,Sin Mov,0,Sin Mov
DJ-DC56A,COF DJ-DC56A,CONECTOR COFLEX UNIVERSAL P/DUCTO 5 Y 6,0,Sin Mov,6,B,6,A,0,Sin Mov,0,Sin Mov
PH-103,COF PH-103,CONTRA CANASTA COFLEX PH-103 P/BAR A.INO,0,Sin Mov,6,B,16,B,0,Sin Mov,0,Sin Mov
DJ-K48AX,COF DJ-K48AX,KIT COFLEX P/VENTILACION 4 X 8 P/SECADOR,3,Sin Mov,7,B,7,A,0,Sin Mov,0,Sin Mov
PL-103,COF PL-103,MANGUERA COFLEX P/DESAGUE 1 1/4 PL-103,0,Sin Mov,4,B,4,B,0,Sin Mov,0,Sin Mov
,COF GF-D301,MEZCLADORA COFLEX GF-D301 P/FREGADERO,0,Sin Mov,0,B,0,C,0,Sin Mov,0,Sin Mov
GL-D200,COF GL-D200,MEZCLADORA COFLEX GL-D200 PARA LAVABO,0,Sin Mov,2,B,3,B,0,Sin Mov,0,Sin Mov
PC-402,COF PC-402,REJILLA COFLEX PC-402 A.INOX. RED. CIEGA,0,Sin Mov,9,B,19,B,4,B,0,Sin Mov
P-B9007,COF P-B9007,TRAMPA COFLEX LAVABO BOTE C/SALIDA DE AC,0,Sin Mov,4,B,3,A,0,Sin Mov,0,Sin Mov
DJ-R40VA,COF DJ-R40VA,VENTILA COFLEX DJ-R40VA C/REJILLA 4 CONT,11,Sin Mov,4,B,4,A,1,B,0,Sin Mov
PS-T101,COF PS-T101,MEDIDOR DE NIVEL P/TINACO GRANDE COFLEX,3,Sin Mov,2,B,7,C,0,Sin Mov,0,Sin Mov
,COF GL-M400-A,MEZCLADORA COFLEX GL-M400-A MONOMANDO P/,0,Sin Mov,0,B,2,C,0,Sin Mov,0,Sin Mov
PC-451,COF PC-451,REJILLA COFLEX PC-451 PVC CUADRADA A PRE,0,Sin Mov,11,B,13,C,0,Sin Mov,0,Sin Mov
AL-B55,COF AL-B55,ALIM. COFLEX ACERO 3/8 X 1/2 X 55 CM AL-,48,Sin Mov,42,C,38,A,0,Sin Mov,0,Sin Mov
,COF GL-D400,MEZCLADORA COFLEX GL-D400 PARA LAVABO,0,Sin Mov,0,C,0,B,0,Sin Mov,0,Sin Mov
PR-E300,COF PR-E300,BRAZO P/REGADERA COFLEX ELEC. EXTENDIBLE,0,Sin Mov,0,C,1,Sin Mov,2,C,0,Sin Mov
PR-T103,COF PR-T103,BRAZO P/REGADERA COFLEX PR-T103,0,Sin Mov,4,C,6,C,0,Sin Mov,0,Sin Mov
IP-104,COF IP-104,LLAVE CONTROL ANG. COFLEX IP-104 1/2 X 1,24,Sin Mov,19,C,18,C,3,Sin Mov,0,Sin Mov
GA-012,COF GA-012,TOALLERO COFLEX GA-012 D/BARRA 60 CMS.,0,Sin Mov,2,C,2,C,0,Sin Mov,0,Sin Mov
PS-T100,COF PS-T100,MEDIDOR DE NIVEL P/TINACO 450 A 750 L CO,3,Sin Mov,2,C,2,Sin Mov,0,Sin Mov,0,Sin Mov
PA-A44,COF PA-A44,ACOPLE P/DRENAJE PLOMER 4 X 4 BARRO/PVC/,0,Sin Mov,0,Sin Mov,12,A,0,Sin Mov,0,Sin Mov
PH-223,COF PH-223,CONTRA COFLEX PH-223 P/LAVABO LATON C/TA,0,Sin Mov,0,Sin Mov,8,A,1,C,0,Sin Mov
PS-F005,COF PS-F005,PAQ. COFLEX PS-F005 P/INSTALACION FREGAD,8,Sin Mov,0,Sin Mov,8,A,0,Sin Mov,0,Sin Mov
PR-C400,COF PR-C400,REGADERA COFLEX S/BRAZO CROMADA 3 FUNC.,0,Sin Mov,0,Sin Mov,2,B,0,Sin Mov,0,Sin Mov
AB-D120,COF AB-D120,ALIM. COFLEX ACERO P/BOILER 1/2 X 3/4 X,0,Sin Mov,0,Sin Mov,10,C,0,Sin Mov,0,Sin Mov
PH-214,COF PH-214,AUMENTO COFLEX P/LAVABO LATON 1 1/4 X 5C,0,Sin Mov,0,Sin Mov,19,C,1,C,0,Sin Mov
AG-Q48,COF AG-Q48,COFLEX P/GAS ACERO AG-Q48 1/2 X 1/2 X 1.,0,Sin Mov,0,Sin Mov,11,B,0,Sin Mov,0,Sin Mov
PC-301,COF PC-301,COLADERA COFLEX PC-301 P/TUBO 2 C/REJI.A,0,Sin Mov,0,Sin Mov,17,B,0,Sin Mov,0,Sin Mov
PC-303,COF PC-303,COLADERA COFLEX PC-303 P/TUBO 2 CUADRADA,0,Sin Mov,0,Sin Mov,12,B,0,Sin Mov,0,Sin Mov
PC-320,COF PC-320,COLADERA COFLEX PC-320 P/TUBO 2 LATON RE,0,Sin Mov,0,Sin Mov,16,B,0,Sin Mov,0,Sin Mov
PC-321,COF PC-321,COLADERA COFLEX PC-321 P/TUBO 2 LATON CU,0,Sin Mov,0,Sin Mov,12,B,0,Sin Mov,0,Sin Mov
AG90-B100,COF AG90-B100,CONECTOR FLEXIBLE COFLEX ACERO GAS 90 GR,0,Sin Mov,0,Sin Mov,8,C,0,Sin Mov,0,Sin Mov
TB-A302,COF TB-A302,CUBRE TORNILLO COFLEX P/WC TB-A302 ALMEN,0,Sin Mov,3,Sin Mov,22,B,6,Sin Mov,0,Sin Mov
PL-A101,CED PL-A101,CUBRETALADROS A PRESION COFLEX PL-A101,0,Sin Mov,0,Sin Mov,0,B,0,Sin Mov,0,Sin Mov
PH-206P,COF PH-206P,EXTENSION COFLEX PLATEADA P/LAV. 1 1/4 X,0,Sin Mov,0,Sin Mov,23,B,0,Sin Mov,0,Sin Mov
IP-138,COF IP-138,LLAVE CONTROL ANG. COFLEX IP-138 1/2 X 1,10,Sin Mov,0,Sin Mov,35,B,0,Sin Mov,0,Sin Mov
IP-208,COF IP-208,LLAVE P/GAS COFLEX IP-208 08X13 5/16X1/2,0,Sin Mov,0,Sin Mov,16,B,0,Sin Mov,0,Sin Mov
PL-102,COF PL-102,MANGUERA COFLEX P/DESAGUE 1 1/4 PL-102,0,Sin Mov,0,Sin Mov,7,B,0,Sin Mov,0,Sin Mov
JVR-IM300,COF JVR-IM300,PAQ. COFLEX JVR-IM300 P/INSTALACION D/RE,0,Sin Mov,0,Sin Mov,3,B,0,Sin Mov,0,Sin Mov
PH-135,COF PH-135,REJILLA COFLEX PH-135 ACERO INOX. P/LAVA,0,Sin Mov,0,Sin Mov,19,B,0,Sin Mov,0,Sin Mov
PH-407,COF PH-407,REPUESTO P/CONTRACANASTA P/FREG. PH-407,0,Sin Mov,0,Sin Mov,21,C,0,Sin Mov,0,Sin Mov
UTI-14M,COF UTI-14M,TUERCA IZQUIERDA P/PIGTEL C/MANERAL UTI-,0,Sin Mov,0,Sin Mov,39,C,0,Sin Mov,0,Sin Mov
GA-010,COF GA-010,ACCESORIO COFLEX GA-010 P/BAÑO,0,Sin Mov,3,Sin Mov,3,C,0,Sin Mov,0,Sin Mov
UCE-90,COF UCE-90,ADAPTADOR CODO P/VALVULA DE GAS 3/8 X 3/,0,Sin Mov,0,Sin Mov,7,C,0,Sin Mov,0,Sin Mov
VR-A150,COF VR-A150,ALIM. COFLEX VINIL 1/2 X 1/4COMP-150 VR-,0,Sin Mov,0,Sin Mov,6,C,0,Sin Mov,0,Sin Mov
VR-A300,COF VR-A300,ALIM. COFLEX VINIL 1/2 X 1/4COMP-300 VR-,0,Sin Mov,0,Sin Mov,5,C,0,Sin Mov,0,Sin Mov
VR-E200,COF VR-E200,ALIM. COFLEX VINIL 1/4COMP X 1/4COMP-200,0,Sin Mov,0,Sin Mov,8,Sin Mov,0,Sin Mov,0,Sin Mov
VN-B90,COF VN-B90,ALIM. COFLEX VINIL HIDRO 1 (CODO 90) X 1,0,Sin Mov,0,Sin Mov,3,C,0,Sin Mov,0,Sin Mov
PR-M305,COF PR-M305,BIDET MANUAL COFLEX PR-M305,0,Sin Mov,0,Sin Mov,5,C,0,Sin Mov,0,Sin Mov
WF-R901,COF WF-R901,CARTUCHO P/FILTRO COFLEX REGADERA WF-R90,0,Sin Mov,0,Sin Mov,3,C,0,Sin Mov,0,Sin Mov
PC-310,COF PC-310,COLADERA COFLEX PC-310 P/TUBO 2 C/VAL.AN,10,Sin Mov,0,Sin Mov,11,C,0,Sin Mov,0,Sin Mov
WF-R102-SP,COF WF-R102-SP,FILTRO CARBON ACTIVADO P/SISTEMA BAJO TA,0,Sin Mov,0,Sin Mov,0,C,0,Sin Mov,0,Sin Mov
WF-600,COF WF-600,FILTRO COFLEX P/MEZCLADORA COFLEX WF-600,0,Sin Mov,0,Sin Mov,1,C,0,Sin Mov,0,Sin Mov
PF-A500,COF PF-A500,FILTRO COFLEX PF-A500 D/CARBON ACTIVADO,0,Sin Mov,0,Sin Mov,9,Sin Mov,0,Sin Mov,0,Sin Mov
WF-110,COF WF-110,FILTRO DE AGUA SOBRE TARJA PLASTICO COFL,0,Sin Mov,0,Sin Mov,4,C,0,Sin Mov,0,Sin Mov
AI-201,COF AI-201,INSERTO FLUJO COFLEX AI-201,0,Sin Mov,0,Sin Mov,19,B,0,Sin Mov,0,Sin Mov
IP-200,COF IP-200,LLAVE P/GAS COFLEX IP-200 10X13 3/8X1/2,0,Sin Mov,0,Sin Mov,19,C,0,Sin Mov,0,Sin Mov
JAS-B150,COF JAS-B150,PAQ. COFLEX JAS-B150 INSTALACION ESTUFA/,10,Sin Mov,0,Sin Mov,12,B,0,Sin Mov,0,Sin Mov
JVR-IM150,COF JVR-IM150,PAQ. COFLEX JVR-IM150 P/INSTALACION D/RE,0,Sin Mov,0,Sin Mov,4,C,0,Sin Mov,0,Sin Mov
PR-M410,COF PR-M410,REGADERA COFLEX D/MANO ANTISARRO PR-M410,0,Sin Mov,0,Sin Mov,2,C,0,Sin Mov,0,Sin Mov
PC-461,COF PC-461,REJILLA COFLEX PC-461 A.INOX. CUADRADA C,0,Sin Mov,0,Sin Mov,20,C,0,Sin Mov,0,Sin Mov
ST-101,COF ST-101,SISTEMA D/TRAMPA COFLEX T P/COLADERA C/A,0,Sin Mov,0,Sin Mov,16,C,0,Sin Mov,0,Sin Mov
UTH-8,COF UTH-8,TAPON CACHUCHA P/GAS 13MM 1/2 C/FLARE CO,0,Sin Mov,0,Sin Mov,0,C,0,Sin Mov,0,Sin Mov
PH-245,COF PH-245,TAPON P/DESAGUE PUSH COFLEX PH-245,0,Sin Mov,0,Sin Mov,4,C,0,Sin Mov,0,Sin Mov
IP-139,COF IP-139,VALVULA COFLEX DESVIADORA D/FLUJO P/REGA,0,Sin Mov,0,Sin Mov,2,Sin Mov,0,Sin Mov,0,Sin Mov
,COF GA-020,ACCESORIOS COFLEX P/BAÑO GA-020,0,Sin Mov,3,Sin Mov,0,C,0,Sin Mov,0,Sin Mov
VN-A90,COF VN-A90,ALIM. COFLEX ACERO P/HIDRONEUMATICO 1 X,0,Sin Mov,0,Sin Mov,7,Sin Mov,0,Sin Mov,0,Sin Mov
VR-E30,COF VR-E30,ALIM. COFLEX VINIL 1/4COMP X 1/4COMP-30,0,Sin Mov,0,Sin Mov,12,Sin Mov,4,Sin Mov,0,Sin Mov
GM-R010,COF RP20094,CARTUCHO COFLEX GL-M400(GM-R010)RP20094,0,Sin Mov,0,Sin Mov,2,C,0,Sin Mov,0,Sin Mov
