Codigo,Clave,Descripcion,Adelitas,Adelitas,San Agustin,San Agustin,Matriz,Matriz,Berriozabal,Berriozabal,H Ilustres,H Ilustres
Codigo,Clave,Descripcion,Inv,Class,Inv,Class,Inv,Class,Inv,Class,Inv,Class
GM-R001,COF RP20067,CARTUCHO COFLEX GM-R001 RP20067 D/CERAMI,0,Sin Mov,4,Sin Mov,3,Sin Mov,0,Sin Mov,0,Sin Mov
GM-R002,COF RP20068,CARTUCHO COFLEX GM-R002 RP20068 D/CERAMI,0,Sin Mov,4,Sin Mov,6,Sin Mov,0,Sin Mov,0,Sin Mov
GM-R011,COF RP20005,CARTUCHO COFLEX GM-R011 RP20005 D/CERAMI,0,Sin Mov,4,Sin Mov,2,Sin Mov,0,Sin Mov,0,Sin Mov
AV-A150,COF AV-A150,COFLEX ACERO P/LAVAVAJILLAS ACERO AV-A15,0,Sin Mov,0,Sin Mov,12,Sin Mov,0,Sin Mov,0,Sin Mov
PC-311,COF PC-311,COLADERA COFLEX PC-311 P/TUBO 2 LATON PR,0,Sin Mov,0,Sin Mov,13,Sin Mov,0,Sin Mov,0,Sin Mov
PH-221,COF PH-221,CONTRA COFLEX PH-221 P/LAVABO DESAGUE AU,8,Sin Mov,0,Sin Mov,11,Sin Mov,0,Sin Mov,0,Sin Mov
DJ-CD450A,COF DJ-CD450A,DUCTO COFLEX DJ-CD450A FLEXIBLE ALUMINIO,0,Sin Mov,0,Sin Mov,11,Sin Mov,0,Sin Mov,0,Sin Mov
PH-213,COF PH-213,EXTENSION COFLEX PLASTICO P/CONECTAR LAV,0,Sin Mov,0,Sin Mov,11,Sin Mov,0,Sin Mov,0,Sin Mov
PF-B205,COF PF-B205,FILTRO COFLEX PF-B205 P/SARRO Y SEDIMENT,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
WF-601,COF WF-601,FILTRO D/REPOSICION P/MEZCLADORA WF-600,0,Sin Mov,0,Sin Mov,3,Sin Mov,0,Sin Mov,0,Sin Mov
WF-900,COF WF-900,FILTRO DE AGUA P/REGADERA COFLEX WF-900,0,Sin Mov,0,Sin Mov,3,Sin Mov,0,Sin Mov,0,Sin Mov
WF-R801,COF WF-R801,FILTRO P/JARRA COFLEX WF-R801,0,Sin Mov,0,Sin Mov,3,Sin Mov,0,Sin Mov,0,Sin Mov
WF-R201-SP,COF WF-R201-SP,FILTRO POLIPROPILENO P/SISTEMA BAJO TARJ,0,Sin Mov,0,Sin Mov,5,Sin Mov,0,Sin Mov,0,Sin Mov
GA-013,COF GA-013,GANCHO COFLEX GA-013 SENCILLO P/BAÑO,0,Sin Mov,2,Sin Mov,2,Sin Mov,0,Sin Mov,0,Sin Mov
AI-202,COF AI-202,INSERTO FLUJO COFLEX AI-202,0,Sin Mov,0,Sin Mov,14,Sin Mov,0,Sin Mov,0,Sin Mov
WF-800,COF WF-800,JARRA FILTRADORA DE AGUA COFLEX CAP. 2 L,0,Sin Mov,0,Sin Mov,3,Sin Mov,0,Sin Mov,0,Sin Mov
IP-210,COF IP-210,LLAVE P/GAS COFLEX IP-210 08X13 5/16X1/2,0,Sin Mov,0,Sin Mov,6,Sin Mov,0,Sin Mov,0,Sin Mov
PS-G001,COF PS-G001,PAQ. COFLEX PS-G001 INSTALACION LAVAVAJI,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
ST-100,COF ST-100,SISTEMA D/TRAMPA COFLEX SENCILLA P/COLAD,0,Sin Mov,8,Sin Mov,17,Sin Mov,0,Sin Mov,0,Sin Mov
WF-100,COF WF-100,SISTEMA DE FILTRACION DE AGUA BAJO TARJA,0,Sin Mov,0,Sin Mov,8,Sin Mov,0,Sin Mov,0,Sin Mov
WF-200,COF WF-200,SISTEMA DE FILTRACION DE AGUA BAJO TARJA,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
P-B6024,CED P-B6024,VALVULA COFLEX DE DESCARGA DUAL P/WC P/2,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
IP-402,COF IP-402,VALVULA ESFERA COFLEX P/GAS ROSCABLE IP-,0,Sin Mov,0,Sin Mov,12,Sin Mov,10,Sin Mov,0,Sin Mov
AL-A40,COF AL-A40,ALIM. COFLEX ACERO 1/2 X 1/2 X 40CM AL-A,32,A,11,A,92,A,49,A,0,Sin Mov
AL-A55,COF AL-A55,ALIM. COFLEX ACERO 1/2X 1/2 C 55 CM AL-A,37,A,14,A,73,A,51,A,0,Sin Mov
AL-T55,COF AL-T55,ALIM. COFLEX ACERO T 1/2 X 1/2 X 55CM AL,4,A,6,A,13,A,0,A,0,Sin Mov
VL-A40,COF VL-A40,ALIM. COFLEX VINIL 1/2 X 1/2 X 40 CM. VL,25,A,25,A,138,A,13,A,0,Sin Mov
VL-A55,COF VL-A55,ALIM. COFLEX VINIL 1/2 X 1/2 X 55 CM. VL,30,A,12,A,94,A,46,A,0,Sin Mov
VS-A35,COF VS-A35,ALIM. COFLEX VINIL 1/2 X 7/8 X 35 CM. VS,13,A,14,A,80,A,15,A,0,Sin Mov
VS-A50,COF VS-A50,ALIM. COFLEX VINIL 1/2 X 7/8 X 50 CM. VS,48,A,15,A,80,A,37,A,0,Sin Mov
VS-F35,COF VS-F35,ALIM. COFLEX VINIL 7/8 X 7/8 X 35CMS. VS,18,A,28,A,124,A,4,A,0,Sin Mov
PB-200,COF PB-200,BRIDA FLEXIBLE COFLEX 4 CORTA P/WC PB-20,10,A,-2,A,21,A,1,A,0,Sin Mov
PB-300,COF PB-300,BRIDA FLEXIBLE COFLEX 4 LARGA P/WC PB-30,7,A,3,A,19,A,1,A,0,Sin Mov
PH-070,COF PH-070,CANASTILLA COFLEX PH-070 C/MALLA P/FREGA,7,A,6,A,6,A,2,B,0,Sin Mov
P-B9030,COF P-B9030,CHUPON UNIV. P/DESCARGA 2 COFLEX P-B90,16,A,23,A,5,A,5,B,0,Sin Mov
AG-A100,COF AG-A100,COFLEX P/GAS ACERO AG-A100 5/16 X 5/16 X,8,A,17,A,24,A,8,A,0,Sin Mov
AG-A150,COF AG-A150,COFLEX P/GAS ACERO AG-A150 5/16 X 5/16 X,17,A,6,A,33,A,8,A,0,Sin Mov
AG-A200,COF AG-A200,COFLEX P/GAS ACERO AG-A200 5/16 X 5/16 X,10,A,18,A,32,A,9,A,0,Sin Mov
AG-B100,COF AG-B100,COFLEX P/GAS ACERO AG-B100 3/8 X 3/8 X 1,16,A,17,A,25,A,18,A,0,Sin Mov
AG-B150,COF AG-B150,COFLEX P/GAS ACERO AG-B150 3/8 X 3/8 X 1,11,A,2,A,33,A,5,A,0,Sin Mov
AG-B200,COF AG-B200,COFLEX P/GAS ACERO AG-B200 3/8 X 3/8 X 2,8,A,15,A,5,A,8,A,0,Sin Mov
VG-B150,COF VG-B150,COFLEX P/GAS VINIL VG-B150 3/8 X 3/8 X 1,13,A,21,A,17,A,7,B,0,Sin Mov
VG-B200,COF VG-B200,COFLEX P/GAS VINIL VG-B200 3/8 X 3/8 X 2,7,A,23,A,27,A,0,A,0,Sin Mov
PC-101,COF PC-101,COLADERA COFLEX PC-101 UNIVERSAL P/TUBO,25,A,21,A,36,A,0,Sin Mov,0,Sin Mov
PC-102,COF PC-102,COLADERA COFLEX PC-102 UNIVERSAL P/TUBO,32,A,25,A,34,A,0,Sin Mov,0,Sin Mov
PH-050,COF PH-050,CONTRA CANASTA COFLEX PH-050 P/FREG. ABS,8,A,7,A,25,A,3,A,0,Sin Mov
PH-100,COF PH-100,CONTRA CANASTA COFLEX PH-100 P/FREG. A.I,17,A,16,A,24,A,1,A,0,Sin Mov
PH-203,COF PH-203,CONTRA COFLEX PH-203 P/LAVABO ABS C/REJI,9,A,4,A,7,A,0,B,0,Sin Mov
PH-208,COF PH-208,CONTRA COFLEX PH-208 P/LAVABO REJILLA AB,6,A,11,A,5,A,5,A,0,Sin Mov
NM-D01,COF NM-D01,COPLE D/REPARACION 13 1/2 P/GALV-PVC-COB,0,A,18,A,29,A,2,A,0,Sin Mov
PB-115,COF PB-115,CUELLO FLEXIBLE P/SANITARIO COFLEX PB-11,9,A,0,A,16,A,0,A,0,Sin Mov
ER-110,COF ER-110,EMPAQUE COFLEX ORINGS SURTIDOS ER-110,11,A,21,A,14,A,9,A,0,Sin Mov
ER-101,COF ER-101,EMPAQUE COFLEX PLANOS ER-101,10,A,5,A,16,A,1,B,0,Sin Mov
6100,FSM 6100,EMPAQUE DE ACOPLAR P/WC FLUIDMASTER 2P.,0,A,6,A,38,A,10,A,0,Sin Mov
PH-206,COF PH-206,EXTENSION COFLEX P/LAV. 1 1/4 X 20CM PH-,10,A,6,A,20,A,0,Sin Mov,0,Sin Mov
PS-A005,COF PS-A005,JGO. DE HERRAJE CLASICO 2 COFLEX P/WC,5,A,0,A,22,A,0,A,0,Sin Mov
PS-A006,COF PS-A006,JGO. DE HERRAJE CLASICO COFLEX P/WC 3 PS,3,A,4,A,1,A,5,A,0,Sin Mov
P-B5061,COF P-B5061,PALANCA P/WC COFLEX P-B5061 FRONTAL PLAS,6,A,3,A,12,A,0,Sin Mov,0,Sin Mov
P-B6004,COF P-B6004,PALANCA P/WC COFLEX P-B6004 FRONTAL ZAMA,5,A,3,A,0,A,0,Sin Mov,0,Sin Mov
TP-1070,COF TP-1070,PIJA P/WC COFLEX 2 1/2 C/TAQUETE TP-1070,9,A,25,A,4,A,6,A,0,Sin Mov
TP-1072,COF TP-1072,PIJA P/WC COFLEX 3 C/TAQUETE TP-1072,10,A,22,A,3,A,4,A,0,Sin Mov
PR-E101,COF PR-E101,REGADERA ELECTRICA COFLEX CONFORT 3 TEMP,0,A,0,A,0,A,0,Sin Mov,0,Sin Mov
PC-401,COF PC-401,REJILLA COFLEX PC-401 A.INOX. RED. 4 P/3,3,A,9,A,46,A,3,A,0,Sin Mov
PH-107,COF PH-107,REPUESTO P/CONTRACANASTA P/FREG. PH-107,6,A,0,A,12,A,4,A,0,Sin Mov
PL-B201,COF PL-B201,SOPORTE P/LAVABO COFLEX C/TAQUETES PL-B,5,A,7,A,6,A,8,A,0,Sin Mov
P-B2040,COF P-B2040,TORNILLO ACOPLAR P/WC D/PLASTICO 2 PZS.,5,A,6,A,5,A,0,A,0,Sin Mov
P-B2052,COF P-B2052,TORNILLO COFLEX P/ASIENTO SANITARIO P-B2,7,A,0,A,15,A,9,C,0,Sin Mov
P-B9025,COF P-B9025,TRAMPA COFLEX FLEXIBLE LAVABO Y FREG. P-,5,A,12,A,9,A,0,C,0,Sin Mov
PC-B121,COF PC-B121,VALVULA COFLEX PC-B121 P/COLADERAS 2 ANT,3,A,18,A,20,A,5,B,0,Sin Mov
P-B6025,COF P-B6025,VALVULA SAPO COFLEX P-B6025 P/2 AZUL C/C,10,A,1,A,14,A,0,A,0,Sin Mov
P-B6036,COF P-B6036,VALVULA SAPO COFLEX P-B6036 P/3 AZUL C/C,4,A,5,A,0,A,1,B,0,Sin Mov
P-B3011C,COF P-B3011C,VALVULA TANQUE BAJO COFLEX P-B3011C,6,A,0,A,0,A,6,A,0,Sin Mov
P-B3080,COF P-B3080,VALVULA TANQUE BAJO COFLEX P-B3080 P/ ON,6,A,0,A,0,A,0,C,0,Sin Mov
PG5-B150,COF PG5-B150,PAQ. COFLEX PG5-B150 P/INSTAL. CILINDRO,2,A,0,B,2,A,0,C,0,Sin Mov
P-B9024,COF P-B9024,TRAMPA COFLEX SUAVE P/LAVABO 1 1/4 P-B90,2,A,6,B,24,A,2,Sin Mov,0,Sin Mov
VG-P35,COF VG-P35,PIGTAIL COFLEX VINIL 7/16 X 7/8 X 35CM X,7,A,0,Sin Mov,2,A,2,B,0,Sin Mov
VWB-A150,COF VWB-A150,ALIM. COFLEX VINIL P/LAVADORA 3/4 X 3/4,0,B,8,A,14,A,7,B,0,Sin Mov
VL-T55,COF VL-T55,ALIM. COFLEX VINIL T 1/2 X 55CM VL-T55,2,B,10,A,4,A,0,C,0,Sin Mov
PB-155,COF PB-155,BRIDA FLEXIBLE COFLEX 3 CORTA P/WC PB-15,8,B,5,A,30,A,1,A,0,Sin Mov
PH-072,COF PH-072,CANASTILLA COFLEX PH-072 C/MALLA P/LAVAB,4,B,6,A,2,A,0,C,0,Sin Mov
PH-075,COF PH-075,CANASTILLA COFLEX PH-075 C/MALLA P/FREG.,4,B,10,A,16,A,0,Sin Mov,0,Sin Mov
VG-B100,COF VG-B100,COFLEX P/GAS VINIL VG-B100 3/8 X 3/8 X 1,17,B,28,A,38,A,11,B,0,Sin Mov
PC-150,COF PC-150,COLADERA COFLEX PC-150 P/TUBO 2 REDONDA,14,B,8,A,9,A,0,Sin Mov,0,Sin Mov
PC-152,COF PC-152,COLADERA COFLEX PC-152 P/TUBO 2 REDONDA,13,B,14,A,12,A,0,Sin Mov,0,Sin Mov
P-B6021C,COF P-B6021C,CONTRA P/WC COFLEX P-B6021C D/PLASTICO P,9,B,4,A,3,A,9,B,0,Sin Mov
P-B6028,COF P-B6028,CONTRA P/WC COFLEX P-B6028 D/PLASTICO P/,6,B,7,A,12,A,7,C,0,Sin Mov
P-B6031,COF P-B6031,CONTRA P/WC COFLEX P-B6031 D/PLASTICO P/,5,B,6,A,8,A,2,B,0,Sin Mov
P-B6033,COF P-B6033,CONTRA P/WC COFLEX P-B6033 D/PLASTICO P/,6,B,3,A,4,A,13,B,0,Sin Mov
NM-D02,COF NM-D02,COPLE D/REPARACION 19 3/4 P/GALV-PVC-COB,7,B,9,A,47,A,16,B,0,Sin Mov
PB-121,COF PB-121,CUELLO FLEXIBLE P/SANITARIO C/TORNILLOS,4,B,10,A,6,A,0,Sin Mov,0,Sin Mov
ER-103,COF ER-103,EMPAQUE COFLEX CONICOS ER-103,17,B,21,A,27,A,3,A,0,Sin Mov
IP-120,COF IP-120,LLAVE CONTROL ANG. COFLEX IP-120 1/2X1/2,0,B,0,A,2,A,0,Sin Mov,0,Sin Mov
P-B2034,COF P-B2034,PALANCA P/WC COFLEX P-B2034 FRONTAL ZAMA,0,B,2,A,2,A,0,Sin Mov,0,Sin Mov
PR-E100,COF PR-E100,REGADERA ELECTRICA COFLEX BASICA 3 TEMP.,2,B,1,A,1,A,0,Sin Mov,0,Sin Mov
P-B9005,COF P-B9005,SALIDA CENTRAL COFLEX P/FREG. DOBLE TARJ,5,B,25,A,31,A,0,Sin Mov,0,Sin Mov
PL-B200,COF PL-B200,SOPORTE P/LAVABO REFORZADO COFLEX C/TAQ.,7,B,7,A,5,A,13,A,0,Sin Mov
PH-231,COF PH-231,TAPON COFLEX PH-231 DE HULE P/LAVABO,11,B,24,A,37,A,0,Sin Mov,0,Sin Mov
P-B2060,COF P-B2060,TORNILLO COFLEX P/ASIENTO SANITARIO P-B2,15,B,15,A,9,A,0,C,0,Sin Mov
P-B9021,COF P-B9021,TRAMPA COFLEX ACORDEON C/TRAMPA P/FREG.,2,B,14,A,0,A,0,Sin Mov,0,Sin Mov
P-B9052P,COF P-B9052P,TRAMPA COFLEX PLATEADA P/LAV. O FREG. CO,3,B,9,A,10,A,0,Sin Mov,0,Sin Mov
PH-120,COF PH-120,TUBO C/CEJA COFLEX PH-120 ABS 6,6,B,15,A,5,A,1,C,0,Sin Mov
P-B6025T,COF P-B6025T,VALVULA SAPO COFLEX P-B6025T P/2 TRANSP.,14,B,11,A,34,A,12,A,0,Sin Mov
AS-A35,COF AS-A35,ALIM. COFLEX ACERO 1/2 X 7/8 X 35 CM AS-,37,B,1,B,139,A,44,A,0,Sin Mov
AB-I60,COF AB-I60,ALIM. COFLEX ACERO P/BOILER 1/2 X 1/2 X,6,B,0,B,10,B,0,C,0,Sin Mov
P-B9035,COF P-B9035,CHUPON UNIV. P/DESCARGA 1 1/2 COFLEX P-B,16,B,34,B,54,A,18,A,0,Sin Mov
VG-A150,COF VG-A150,COFLEX P/GAS VINIL VG-A150 5/16 X 5/16 X,19,B,19,B,46,A,20,A,0,Sin Mov
VG-A200,COF VG-A200,COFLEX P/GAS VINIL VG-A200 5/16 X 5/16 X,20,B,11,B,118,A,6,A,0,Sin Mov
PH-262P,COF PH-262P,EXTENSION COFLEX P/LAV. Y FREG. PH-262P,2,B,7,B,13,B,0,Sin Mov,0,Sin Mov
PC-450,COF PC-450,REJILLA COFLEX PC-450 PVC REDONDA A PRES,11,B,8,B,26,A,0,Sin Mov,0,Sin Mov
PR-E211,COF PR-E211,RESISTENCIA COFLEX PR-E210/211 P/REGADER,1,B,2,B,5,A,0,Sin Mov,0,Sin Mov
PR-E221,COF PR-E221,RESISTENCIA COFLEX PR-E220/221 P/REGADER,5,B,4,B,18,B,3,Sin Mov,0,Sin Mov
P-B9029P,COF P-B9029P,TRAMPA COFLEX MULTIPOSICION P/LAV. O FRE,4,B,13,B,5,B,2,B,0,Sin Mov
P-B9001P,COF P-B9001P,TRAMPA COFLEX PLATEADA P/LAVABO P-B9001P,11,B,6,B,16,B,0,Sin Mov,0,Sin Mov
P-B9023,COF P-B9023,TRAMPA COFLEX SUAVE P/FREGADERO 1 1/2 P-,6,B,6,B,18,A,1,Sin Mov,0,Sin Mov
AB-C60,COF AB-C60,ALIM. COFLEX ACERO P/BOILER 1/2 X 1/2 X,0,B,0,C,11,A,0,Sin Mov,0,Sin Mov
AB-D60,COF AB-D60,ALIM. COFLEX ACERO P/BOILER 1/2 X 3/4 X,2,B,0,C,4,A,1,C,0,Sin Mov
VG-A100,COF VG-A100,COFLEX P/GAS VINIL VG-A100 5/16 X 5/16 X,14,B,14,C,40,A,9,B,0,Sin Mov
PG5-B250,COF PG5-B250,PAQ. COFLEX PG5-B250 P/INSTAL. CILINDRO,1,B,0,C,1,A,1,B,0,Sin Mov
PL-104,COF PL-104,MANGUERA COFLEX P/DESAGUE 1 1/2 X 1.5 MT,3,B,4,Sin Mov,2,B,0,Sin Mov,0,Sin Mov
PC-403,COF PC-403,REJILLA COFLEX PC-403 A.INOX. RED. ANTIC,17,B,0,Sin Mov,23,A,11,C,0,Sin Mov
JVWB-A150,COF JVWB-A150,MANGUERA COFLEX P/LAVADORA 1.50 MTS. JVW,3,B,0,Sin Mov,12,C,0,Sin Mov,0,Sin Mov
AB-A60,COF AB-A60,ALIM. COFLEX ACERO P/BOILER 3/4 X 3/4 X,0,C,1,A,3,B,0,Sin Mov,0,Sin Mov
PB-402,COF PB-402,BRIDA FLEXIBLE COFLEX 2 P/MIGITORIO PB-4,8,C,9,A,13,A,7,B,0,Sin Mov
PH-201,COF PH-201,CONTRA COFLEX PH-201 P/LAVABO ABS,9,C,16,A,14,A,0,Sin Mov,0,Sin Mov
ER-104,COF ER-104,KIT COFLEX EMPAQUES DE REPUESTO ER-104,6,C,7,A,5,A,0,Sin Mov,0,Sin Mov
IP-133,COF IP-133,LLAVE CONTROL ANG. COFLEX IP-133 1/2 X 1,0,C,8,A,1,A,0,Sin Mov,0,Sin Mov
P-B6000,COF P-B6000,PALANCA P/WC COFLEX P-B6000 LATERAL PUSH,5,C,0,A,4,A,0,C,0,Sin Mov
P-B6002,COF P-B6002,PALANCA P/WC COFLEX P-B6002 LATERAL ZAMA,0,C,0,A,5,A,0,Sin Mov,0,Sin Mov
P-B6023,COF P-B6023,VALVULA COFLEX DE DESCARGA DUAL P/WC 2 P,4,C,4,A,8,A,0,Sin Mov,0,Sin Mov
P-B6037,COF P-B6037,VALVULA COFLEX DE DESCARGA DUAL P/WC 2 P,10,C,5,A,17,A,0,C,0,Sin Mov
P-B6042,COF P-B6042,VALVULA COFLEX DE DESCARGA DUAL P/WC 3 P,7,C,4,A,6,A,0,Sin Mov,0,Sin Mov
P-B6034,COF P-B6034,VALVULA COFLEX P-B6034 DES. DUAL FLUSH,3,C,7,A,10,A,5,C,0,Sin Mov
AB-A40,COF AB-A40,ALIM. COFLEX ACERO P/BOILER 3/4 X 3/4 X,4,C,0,B,53,B,3,C,0,Sin Mov
PH-074,COF PH-074,CANASTILLA COFLEX PH-074 C/MALLA P/LAVAB,14,C,5,B,19,A,0,Sin Mov,0,Sin Mov
PH-200,COF PH-200,CONTRA COFLEX PH-200 P/LAVABO LATON CROM,9,C,4,B,2,A,0,C,0,Sin Mov
PR-E102,COF PR-E102,REGADERA ELECTRICA COFLEX SUPERIOR 4 TEM,0,C,1,B,5,A,0,Sin Mov,0,Sin Mov
PC-404,COF PC-404,REJILLA COFLEX PC-404 A.INOX. RED. ANTIC,18,C,18,B,42,B,26,B,0,Sin Mov
PC-B101,COF PC-B101,TAPETE COFLEX PC-B101 P/COLADERA C/ATRAP,3,C,8,B,27,A,7,C,0,Sin Mov
TF-100,COF TF-100,TRAMPA COFLEX FLEXIBLE P/LAVABO/FREGADER,3,C,0,B,8,A,0,Sin Mov,0,Sin Mov
PC-160,COF PC-160,COLADERA COFLEX PC-160 P/TUBO 2 CUADRADA,17,C,10,C,10,A,5,Sin Mov,0,Sin Mov
PSV-D001,COF PSV-D001,PAQ. COFLEX PSV-D001 P/INSTALACION SANIT,4,C,5,C,22,A,2,B,0,Sin Mov
P-B6032,COF P-B6032,VALVULA COFLEX P-B6032 DES.DUAL P/WC 3,4,C,4,C,36,A,4,Sin Mov,0,Sin Mov
AG-Q36,COF AG-Q36,COFLEX P/GAS ACERO AG-Q36 1/2 X 1/2 X 0.,8,C,8,C,35,B,0,Sin Mov,0,Sin Mov
PH-232,COF PH-232,TAPON COFLEX PH-232 DE HULE P/TINA BAÑO,5,C,0,Sin Mov,10,A,0,Sin Mov,0,Sin Mov
AI-100,COF AI-100,AIREADOR COFLEX ROSCA AI-100,0,Sin Mov,12,A,14,B,0,Sin Mov,0,Sin Mov
AL-M60,COF AL-M60,ALIM. COFLEX ACERO 1/2 X M10 X 60 CM AL-,0,Sin Mov,12,A,29,A,1,C,0,Sin Mov
VWB-A120,COF VWB-A120,ALIM. COFLEX VINIL P/LAVADORA 3/4 X 3/4,0,Sin Mov,3,A,7,A,4,B,0,Sin Mov
PR-T102,COF PR-T102,BRAZO P/REGADERA COFLEX LARGO PR-T102,0,Sin Mov,0,A,5,B,0,Sin Mov,0,Sin Mov
PH-073,COF PH-073,CANASTILLA COFLEX PH-073 MALLA C/TAPON P,0,Sin Mov,22,A,15,A,0,B,0,Sin Mov
P-B9065,COF P-B9065,CESPOL COFLEX D/BOTE FLEX. P/LAV. Y FREG,0,Sin Mov,3,A,7,B,0,Sin Mov,0,Sin Mov
AG-A60,COF AG-A60,COFLEX P/GAS ACERO AG-A60 5/16 X 5/16 X,0,Sin Mov,30,A,40,A,7,C,0,Sin Mov
AG-B60,COF AG-B60,COFLEX P/GAS ACERO AG-B60 3/8 X 3/8 X 0.,0,Sin Mov,20,A,34,A,6,A,0,Sin Mov
PC-151,COF PC-151,COLADERA COFLEX PC-151 P/TUBO 2 REDONDA,0,Sin Mov,19,A,18,A,0,Sin Mov,0,Sin Mov
PC-161,COF PC-161,COLADERA COFLEX PC-161 P/TUBO 2 CUADRADA,0,Sin Mov,0,A,6,A,2,B,0,Sin Mov
PH-350,COF PH-350,CONTRA CANASTA COFLEX PH-350 P/FREG. PVC,0,Sin Mov,5,A,16,A,2,A,0,Sin Mov
PH-202,COF PH-202,CONTRA COFLEX PH-202 P/LAVABO ABS C/TAPO,0,Sin Mov,7,A,30,A,0,Sin Mov,0,Sin Mov
PH-215,COF PH-215,CONTRA COFLEX PH-215 P/LAVABO CROMADA C/,0,Sin Mov,9,A,10,A,1,C,0,Sin Mov
PH-220,COF PH-220,CONTRA COFLEX PH-220 P/LAVABO CROMADA C/,0,Sin Mov,3,A,4,A,0,Sin Mov,0,Sin Mov
PH-260,COF PH-260,CONTRA COFLEX PH-260 P/FREGADERO REJILLA,0,Sin Mov,26,A,11,A,6,B,0,Sin Mov
DJ-D48A,COF DJ-D48A,DUCTO COFLEX DJ-D48A FLEXIBLE ALUMINIO 4,1,Sin Mov,8,A,3,A,0,B,0,Sin Mov
DJ-D58A,COF DJ-D58A,DUCTO COFLEX DJ-D58A FLEXIBLE ALUMINIO 5,0,Sin Mov,1,A,8,A,0,C,0,Sin Mov
ER-100,COF ER-100,EMPAQUE COFLEX P/MANGUERA JARDIN ER-100,0,Sin Mov,5,A,8,B,4,Sin Mov,0,Sin Mov
P-B9022,COF P-B9022,EXTENSION COFLEX CORRUGADO P/DESAGUE P-B,0,Sin Mov,38,A,0,A,0,Sin Mov,0,Sin Mov
P-B9026,COF P-B9026,EXTENSION COFLEX CORRUGADO P/LAVABO/FREG,0,Sin Mov,5,A,4,A,0,Sin Mov,0,Sin Mov
IP-102,COF IP-102,LLAVE CONTROL ANG. COFLEX IP-102 RECTA 1,0,Sin Mov,10,A,6,A,0,C,0,Sin Mov
IP-137,COF IP-137,LLAVE CONTROL ANG. COFLEX IP-137 1/2 X 1,0,Sin Mov,0,A,29,A,0,Sin Mov,0,Sin Mov
PS-A010-SD,COF PS-A010-SD,PAQ. COFLEX PS-A010-SD CLASICO P/INSTALA,0,Sin Mov,0,A,0,A,7,B,0,Sin Mov
PSV-D004,COF PSV-D004,PAQ. COFLEX PSV-D004 P/INSTALACION SANIT,3,Sin Mov,0,A,3,B,0,C,0,Sin Mov
DJ-R40RC,COF DJ-R40RC,REJILLA COFLEX DJ-R40RC P/VENTILA PLASTI,0,Sin Mov,3,A,10,A,3,B,0,Sin Mov
PH-307,COF PH-307,REPUESTO P/CONTRACANASTA P/FREG. PH-307,0,Sin Mov,5,A,4,A,0,A,0,Sin Mov
AI-304,COF AI-304,ROCIADOR D/HULE COFLEX ECON. P/FREGADERO,0,Sin Mov,12,A,8,B,0,Sin Mov,0,Sin Mov
P-B9054P,COF P-B9054P,SALIDA CENTRAL COFLEX PLATEADA P/FREG. D,0,Sin Mov,8,A,5,A,0,C,0,Sin Mov
P-B2046,COF P-B2046,TORNILLO COFLEX P/WC LATON P-B2046,0,Sin Mov,11,A,1,A,22,A,0,Sin Mov
TF-110,COF TF-110,TRAMPA COFLEX FLEXIBLE P/FREGADERO 2 TAR,0,Sin Mov,1,A,7,A,0,Sin Mov,0,Sin Mov
TF-105,COF TF-105,TRAMPA COFLEX FLEXIBLE P/LAVABO TF-105,0,Sin Mov,0,A,13,A,0,C,0,Sin Mov
P-B9053P,COF P-B9053P,TRAMPA COFLEX PLATEADA P/LAV. O FREG. SI,0,Sin Mov,3,A,6,A,0,Sin Mov,0,Sin Mov
PH-114,COF PH-114,TUERCA COFLEX P/FREGADERA PH-114,0,Sin Mov,0,A,6,A,11,C,0,Sin Mov
IP-801C,COF IP-801C,VALVULA COFLEX IP-801C D/ALIVIO 19MM 3/4,0,Sin Mov,7,A,15,B,0,Sin Mov,0,Sin Mov
DJ-R40VH,COF DJ-R40VH,VENTILA COFLEX DJ-R40VH C/REJILLA P/DUCT,0,Sin Mov,0,A,12,A,0,Sin Mov,0,Sin Mov
43191,TRU BR-400,BISAGRA HERMEX ACERO PULIDO RECT. P.REM.,10,Sin Mov,8,B,25,Sin Mov,26,Sin Mov,0,Sin Mov
P-B6007,COF P-B6007,BOTON COFLEX SUPERIOR UNIV. P/VALVULA DU,0,Sin Mov,4,B,1,A,0,Sin Mov,0,Sin Mov
DJ-DR424A,COF DJ-DR424A,DUCTO COFLEX DJ-DR424A RIGIDO D/ALUMINIO,2,Sin Mov,8,B,4,A,8,Sin Mov,0,Sin Mov
ER-102,COF ER-102,KIT COFLEX P/REPARACION ER-102,0,Sin Mov,7,B,12,A,1,B,0,Sin Mov
GF-D300,COF GF-D300,MEZCLADORA COFLEX GF-D300 PARA FREGADERO,0,Sin Mov,0,B,0,A,0,Sin Mov,0,Sin Mov
GL-D201,COF GL-D201,MEZCLADORA COFLEX GL-D201 PARA LAVABO,0,Sin Mov,3,B,2,B,0,Sin Mov,0,Sin Mov
